211,"Envy 17.3"" Touch-Screen Laptop",HP,17.3,Intel Core i7,959.99,12,512GB Solid State Drive + Optane,"Natural Silver, Sandblasted Anodized Finish",500,4.6
162,"17.3"" Laptop",HP,17.3,Intel Core i5,399.99,8,256GB Solid State Drive,"Jet Black, Maglia Pattern",470,4.6
