Model,SKU,Name,Brand,Url,Size,Processor Type,Processor,Price,Memory(GB),Storage,Color,Review Numbers,Average Ranking
E6440-1562 ,6219230 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-500gb-solid-state-drive-pre-owned-black/6219230.p?skuId=6219230,14,Intel,Intel Core i5,374.99,500,Pre-Owned,Black,6,4.0
I3793-7015BLK-PUS ,6381714 ,"Inspiron 17.3"" Laptop",Dell,https://www.bestbuy.com/site/dell-inspiron-17-3-laptop-intel-core-i7-8gb-memory-1tb-hdd-128gb-ssd-black/6381714.p?skuId=6381714,17.3,Intel,Intel Core i7,799.99,8,1TB HDD + 128GB SSD,Black,470,0
E5450-30929 ,6320491 ,"Latitude 14"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i5-8gb-memory-500gb-hard-drive-black/6320491.p?skuId=6320491,14,Intel,Intel Core i5,293.99,8,500GB Hard Drive,Black,4021,4.0
G5590-5599BLK-PUS ,6381698 ,"G5 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-g5-15-6-laptop-intel-core-i5-8gb-memory-nvidia-geforce-gtx-1650-1tb-hdd-256gb-ssd-deep-space-black/6381698.p?skuId=6381698,15.6,Intel,Intel Core i5,989.99,NVIDIA GeForce GTX 1650,1TB HDD + 256GB SSD,Deep Space Black,470,3.8
E5450-1556 ,6219245 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-240gb-solid-state-drive-pre-owned-black/6219245.p?skuId=6219245,14,Intel,Intel Core i5,324.99,240,Pre-Owned,Black,2,4.0
PRM5530SBR31 ,6330757 ,"Precision 2-in-1 15.6"" Touch-Screen Laptop",Dell,https://www.bestbuy.com/site/dell-precision-2-in-1-15-6-touch-screen-laptop-intel-core-i7-16gb-memory-512gb-solid-state-drive/6330757.p?skuId=6330757,15.6,Intel,Intel Core i7,3835.99,Intel Core i7,16GB Memory,512GB Solid State Drive,4021,3.5
E7450.I5.8.160SSD.PRO ,6318285 ,"Latitude 14"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i5-8gb-memory-160gb-solid-state-drive-black/6318285.p?skuId=6318285,14,Intel,Intel Core i5,328.99,8,160GB Solid State Drive,Black,2,4.0
XPS7590-7780SLV-PUS ,6377545 ,"XPS 15.6"" 4K Ultra HD Laptop",Dell,https://www.bestbuy.com/site/dell-xps-15-6-4k-ultra-hd-laptop-intel-core-i7-16gb-memory-nvidia-geforce-gtx-1650-1tb-solid-state-drive-silver/6377545.p?skuId=6377545,15.6,Intel,Intel Core i7,1849.99,NVIDIA GeForce GTX 1650,1TB Solid State Drive,Silver,1,5.0
E7470-31412 ,6320439 ,"Latitude 14"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i7-8gb-memory-256gb-solid-state-drive-black/6320439.p?skuId=6320439,14,Intel,Intel Core i7,618.99,8,256GB Solid State Drive,Black,4021,4.0
E5440-1594 ,6320469 ,"Latitude 14"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i7-8gb-memory-256gb-solid-state-drive-black/6320469.p?skuId=6320469,14,Intel,Intel Core i7,374.99,8,256GB Solid State Drive,Black,0,0
c ,6377556 ,"Inspiron 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-inspiron-15-6-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive-silver/6377556.p?skuId=6377556,15.6,Intel,Intel Core i5,589.99,8,256GB Solid State Drive,Silver,4021,0
E6440-31196 ,6297019 ,"Latitude 14"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i5-4gb-memory-1tb-hard-drive-silver/6297019.p?skuId=6297019,14,Intel,Intel Core i5,293.99,4,1TB Hard Drive,Silver,4021,0
E6440-31109 ,6297024 ,"Latitude 14"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i5-4gb-memory-500gb-hard-drive-silver/6297024.p?skuId=6297024,14,Intel,Intel Core i5,266.99,4,500GB Hard Drive,Silver,0,0
E5450-31207 ,6297017 ,"Latitude 14"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i5-8gb-memory-1tb-hard-drive-black/6297017.p?skuId=6297017,14,Intel,Intel Core i5,0,8,1TB Hard Drive,Black,3,4.2
I3793-7865BLK-PUS ,6377555 ,"Inspiron 17.3"" Laptop",Dell,https://www.bestbuy.com/site/dell-inspiron-17-3-laptop-intel-core-i7-8gb-memory-512gb-solid-state-drive-black/6377555.p?skuId=6377555,17.3,Intel,Intel Core i7,779.99,8,512GB Solid State Drive,Black,4021,0
I3793-7275SLV-PUS ,6381720 ,"Inspiron 17.3"" Laptop",Dell,https://www.bestbuy.com/site/dell-inspiron-17-3-laptop-intel-core-i7-16gb-memory-2tb-hdd-256gb-ssd-silver/6381720.p?skuId=6381720,17.3,Intel,Intel Core i7,1059.99,16,2TB HDD + 256GB SSD,Silver,0,0
LATI3400PT7PN ,6350591 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive/6350591.p?skuId=6350591,14,Intel,Intel Core i5,829.99,Intel Core i5,8GB Memory,256GB Solid State Drive,1,5.0
K7G13 ,6239114 ,"Latitude 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-15-6-laptop-intel-core-i7-8gb-memory-256gb-solid-state-drive-black/6239114.p?skuId=6239114,15.6,Intel,Intel Core i7,1438.99,8,256GB Solid State Drive,Black,1,5.0
LATI3500KNFVV ,6350596 ,"Latitude 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-15-6-laptop-intel-core-i5-4gb-memory-500gb-hard-drive/6350596.p?skuId=6350596,15.6,Intel,Intel Core i5,658.99,Intel Core i5,4GB Memory,500GB Hard Drive,4021,0
V35833643BLK ,6350291 ,"Vostro 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-vostro-15-6-laptop-intel-core-i3-4gb-memory-128gb-solid-state-drive/6350291.p?skuId=6350291,15.6,Intel,Intel Core i3,499.99,Intel Core i3,4GB Memory,128GB Solid-State Drive,2,3.9
LATI3400PP48V ,6350593 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i3-4gb-memory-500gb-hard-drive/6350593.p?skuId=6350593,14,Intel,Intel Core i3,574.99,Intel Core i3,4GB Memory,500GB Hard Drive,4021,0
E7250-1608 ,6320468 ,"Latitude 12.5"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-12-5-refurbished-laptop-intel-core-i5-16gb-memory-256gb-solid-state-drive-black/6320468.p?skuId=6320468,12.5,Intel,Intel Core i5,368.99,16,256GB Solid State Drive,Black,4021,4.2
G5590-5554WHT-PUS ,6349425 ,"15.6"" Gaming Laptop",Dell,https://www.bestbuy.com/site/dell-15-6-gaming-laptop-intel-core-i5-8gb-memory-nvidia-geforce-gtx-1050-ti-1tb-hdd-128gb-ssd-alpine-white/6349425.p?skuId=6349425,15.6,Intel,Intel Core i5,999.99,NVIDIA GeForce GTX 1050 Ti,1TB HDD + 128GB SSD,Alpine White,7,4.6
G7790-7940GRY-PUS ,6381704 ,"G7 17.3"" Laptop",Dell,https://www.bestbuy.com/site/dell-g7-17-3-laptop-intel-core-i7-16gb-memory-nvidia-geforce-rtx-2070-1tb-hdd-256gb-ssd-abyss-gray/6381704.p?skuId=6381704,17.3,Intel,Intel Core i7,1699.99,NVIDIA GeForce RTX 2070,1TB HDD + 256GB SSD,Abyss Gray,470,3.0
I7590-7865BLK-PUS ,6358090 ,"Inspiron 15.6"" Gaming Laptop",Dell,https://www.bestbuy.com/site/dell-inspiron-15-6-gaming-laptop-intel-core-i7-8gb-memory-nvidia-geforce-gtx-1050-256gb-solid-state-drive-abyss-black/6358090.p?skuId=6358090,15.6,Intel,Intel Core i7,926.99,NVIDIA GeForce GTX 1050,256GB Solid State Drive,Abyss Black,0,0
W0JKY ,6247335 ,"Latitude 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-15-6-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive-black/6247335.p?skuId=6247335,15.6,Intel,Intel Core i5,859.99,8,256GB Solid State Drive,Black,0,0
V35835650BLK ,6350289 ,"Vostro 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-vostro-15-6-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive/6350289.p?skuId=6350289,15.6,Intel,Intel Core i5,0,Intel Core i5,8GB Memory,256GB Solid State Drive,1,0
DP24R ,6304802 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive-black/6304802.p?skuId=6304802,14,Intel,Intel Core i5,1145.99,8,256GB Solid State Drive,Black,4021,3.5
E7250-31170 ,6320430 ,"Latitude 12.5"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-12-5-refurbished-laptop-intel-core-i7-8gb-memory-256gb-solid-state-drive-black/6320430.p?skuId=6320430,12.5,Intel,Intel Core i7,380.99,8,256GB Solid State Drive,Black,1,5.0
E6440-30093-REFURBISHED ,5713560 ,"Latitude 14"" Refurbished Laptop ",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i5-8gb-memory-240gb-solid-state-drive/5713560.p?skuId=5713560,14,Intel,Intel Core i5,328.99,Intel Core i5,8GB Memory,240GB Solid State Drive,26,4.2
LATI55904WFF0 ,6262118 ,"Latitude 15,6"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-156-laptop-intel-core-i5-8gb-memory-128gb-solid-state-drive-black/6262118.p?skuId=6262118,15.6,Intel,Intel Core i5,1123.99,8,128GB Solid State Drive,Black,4021,4.3
LATI5491D2DYW ,6297102 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i7-16gb-memory-256gb-solid-state-drive/6297102.p?skuId=6297102,14,Intel,Intel Core i7,1665.99,Intel Core i7,16GB Memory,256GB Solid State Drive,4021,3.5
V55815612GRY ,6350290 ,"Vostro 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-vostro-15-6-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive/6350290.p?skuId=6350290,15.6,Intel,Intel Core i5,749.99,Intel Core i5,8GB Memory,256GB Solid State Drive,4021,0
NDXNV ,6255120 ,"Latitude 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-15-6-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive-black/6255120.p?skuId=6255120,15.6,Intel,Intel Core i5,1159.99,8,256GB Solid State Drive,Black,4021,0
LATI739093KC3 ,6346463 ,"Latitude 13.3"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-13-3-laptop-intel-core-i7-8gb-memory-256gb-solid-state-drive/6346463.p?skuId=6346463,13.3,Intel,Intel Core i7,1769.99,Intel Core i7,8GB Memory,256GB Solid State Drive,4021,4.0
YWDG4 ,6292462 ,"Latitude 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-15-6-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive-black/6292462.p?skuId=6292462,15.6,Intel,Intel Core i5,1138.45,8,256GB Solid State Drive,Black,4021,0
LATI5490RP23X ,6228611 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive/6228611.p?skuId=6228611,14,Intel,Intel Core i5,1249.99,Intel Core i5,8GB Memory,256GB Solid State Drive,4021,3.5
I5491-5367SLV-PUS ,6379296 ,"Inspiron 2-in-1 14"" Touch-Screen Laptop",Dell,https://www.bestbuy.com/site/dell-inspiron-2-in-1-14-touch-screen-laptop-intel-core-i5-8gb-memory-512gb-solid-state-drive-silver/6379296.p?skuId=6379296,14,Intel,Intel Core i5,749.99,8,512GB Solid State Drive,Silver,470,0
CRM5190TDFVJ ,6217301 ,"11.6"" Chromebook",Dell,https://www.bestbuy.com/site/dell-11-6-chromebook-intel-celeron-4gb-memory-32gb-emmc-flash-memory-gray/6217301.p?skuId=6217301,11.6,Intel,Intel Celeron,319.0,4,32GB eMMC Flash Memory,Gray,20077,0
CRM31000VM5R ,6357749 ,"11.6"" Chromebook",Dell,https://www.bestbuy.com/site/dell-11-6-chromebook-intel-celeron-4gb-memory-16gb-emmc-flash-memory/6357749.p?skuId=6357749,11.6,Intel,Intel Celeron,259.99,Intel Celeron,4GB Memory,16GB eMMC Flash Memory,4021,0
E5450-1557 ,6219220 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive-pre-owned-black/6219220.p?skuId=6219220,14,Intel,Intel Core i5,314.99,256,Pre-Owned,Black,4021,4.0
E5450-31250 ,6320429 ,"Latitude 14"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i5-8gb-memory-480gb-solid-state-drive-black/6320429.p?skuId=6320429,14,Intel,Intel Core i5,342.99,8,480GB Solid State Drive,Black,4021,4.0
LATI35000WH6K ,6350594 ,"Latitude 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-15-6-laptop-intel-core-i3-4gb-memory-500gb-hard-drive/6350594.p?skuId=6350594,15.6,Intel,Intel Core i3,0,Intel Core i3,4GB Memory,500GB Hard Drive,0,0
E5450-31252 ,6320525 ,"Latitude 14"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i5-8gb-memory-120gb-solid-state-drive-black/6320525.p?skuId=6320525,14,Intel,Intel Core i5,304.99,8,120GB Solid State Drive,Black,4021,4.0
I7570-7033SLV-PUS ,6221707 ,"Inspiron 15.6"" 4K Ultra HD Touch-Screen Laptop",Dell,https://www.bestbuy.com/site/dell-inspiron-15-6-4k-ultra-hd-touch-screen-laptop-intel-core-i7-16gb-memory-nvidia-geforce-mx130-512gb-ssd-platinum-silver/6221707.p?skuId=6221707,15.6,Intel,Intel Core i7,1359.99,NVIDIA GeForce MX130,512GB SSD,Platinum Silver,2,2.5
PRM7530SBR29 ,6330754 ,"Precision 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-precision-15-6-laptop-intel-core-i7-16gb-memory-512gb-solid-state-drive/6330754.p?skuId=6330754,15.6,Intel,Intel Core i7,3577.99,Intel Core i7,16GB Memory,512GB Solid State Drive,4021,0
LATI54914D7J7 ,6346461 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i7-8gb-memory-256gb-solid-state-drive-black/6346461.p?skuId=6346461,14,Intel,Intel Core i7,1710.99,8,256GB Solid State Drive,Black,4021,3.5
E6440.I5.8.180SSD.PRO ,6318286 ,"Latitude 14"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i5-8gb-memory-180gb-solid-state-drive-black/6318286.p?skuId=6318286,14,Intel,Intel Core i5,307.99,8,180GB Solid State Drive,Black,9,4.1
LATI3590MMV2F ,6228608 ,"Latitude 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-15-6-laptop-intel-core-i3-8gb-memory-256gb-solid-state-drive/6228608.p?skuId=6228608,15.6,Intel,Intel Core i3,1079.99,Intel Core i3,8GB Memory,256GB Solid State Drive,4021,0
G5590-5547BLK-PUS ,6346214 ,"15.6"" Gaming Laptop",Dell,https://www.bestbuy.com/site/dell-15-6-gaming-laptop-intel-core-i5-8gb-memory-nvidia-geforce-gtx-1050-ti-1tb-hard-drive-128gb-ssd-deep-space-black/6346214.p?skuId=6346214,15.6,Intel,Intel Core i5,965.99,NVIDIA GeForce GTX 1050 Ti,1TB Hard Drive + 128GB SSD,Deep Space Black,4021,3.8
E7450-31262 ,6297013 ,"Latitude 14"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i5-8gb-memory-480gb-solid-state-drive-black/6297013.p?skuId=6297013,14,Intel,Intel Core i5,432.99,8,480GB Solid State Drive,Black,1,5.0
E5440-1554 ,6219236 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-500gb-hard-drive-pre-owned-black/6219236.p?skuId=6219236,14,Intel,Intel Core i5,293.99,500,Pre-Owned,Black,13,4.6
E7470-31413 ,6320503 ,"Latitude 14"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i7-8gb-memory-512gb-solid-state-drive-black/6320503.p?skuId=6320503,14,Intel,Intel Core i7,687.99,8,512GB Solid State Drive,Black,4021,4.0
E7450-1574 ,6219222 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-500gb-solid-state-drive-pre-owned-black/6219222.p?skuId=6219222,14,Intel,Intel Core i5,432.99,500,Pre-Owned,Black,1,5.0
E5440-1552 ,6219244 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-128gb-solid-state-drive-pre-owned-black/6219244.p?skuId=6219244,14,Intel,Intel Core i5,281.99,128,Pre-Owned,Black,2,3.5
E7250-1609 ,6320428 ,"Latitude 12.5"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-12-5-refurbished-laptop-intel-core-i7-16gb-memory-512gb-solid-state-drive-black/6320428.p?skuId=6320428,12.5,Intel,Intel Core i7,0,16,512GB Solid State Drive,Black,4,4.2
GSRF I5575-A214SLV-PUS ,6355609 ,"Geek Squad Certified Refurbished Inspiron 15.6"" Touch-Screen Laptop",Dell,https://www.bestbuy.com/site/dell-geek-squad-certified-refurbished-inspiron-15-6-touch-screen-laptop-amd-ryzen-5-8gb-memory-1tb-hard-drive-platinum-silver/6355609.p?skuId=6355609,15.6,AMD,AMD Ryzen 5,0,8,1TB Hard Drive,Platinum Silver,0,0
E6440-31255 ,6297062 ,"Latitude 14"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i5-8gb-memory-240gb-solid-state-drive-silver/6297062.p?skuId=6297062,14,Intel,Intel Core i5,339.99,8,240GB Solid State Drive,Silver,4021,0
LATI34001PP48 ,6350592 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-4gb-memory-500gb-hard-drive/6350592.p?skuId=6350592,14,Intel,Intel Core i5,674.99,Intel Core i5,4GB Memory,500GB Hard Drive,1,1.0
E6430I526812810 ,5581165 ,"Latitude 14"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i5-8gb-memory-128gb-solid-state-drive-gray/5581165.p?skuId=5581165,14,Intel,Intel Core i5,315.99,8,128GB Solid State Drive,Gray,5,4.4
E7240-1565 ,6219242 ,"Latitude 12.5"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-12-5-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive-pre-owned-black/6219242.p?skuId=6219242,12.5,Intel,Intel Core i5,345.99,256,Pre-Owned,Black,3,3.7
E5440-1553 ,6219208 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-500gb-solid-state-drive-pre-owned-black/6219208.p?skuId=6219208,14,Intel,Intel Core i5,363.99,500,Pre-Owned,Black,3,3.3
LATI559152N1K ,6350595 ,"Latitude 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-15-6-laptop-intel-core-i7-8gb-memory-256gb-solid-state-drive/6350595.p?skuId=6350595,15.6,Intel,Intel Core i7,1699.99,Intel Core i7,8GB Memory,256GB Solid State Drive,4021,0
E5450-31194 ,6297051 ,"Latitude 14"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i5-8gb-memory-1tb-hard-drive-black/6297051.p?skuId=6297051,14,Intel,Intel Core i5,0,8,1TB Hard Drive,Black,3,4.2
LATI5591VWWD9 ,6350589 ,"Latitude 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-15-6-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive/6350589.p?skuId=6350589,15.6,Intel,Intel Core i5,1429.99,Intel Core i5,8GB Memory,256GB Solid State Drive,44,0
E5540-1560 ,6219234 ,"Latitude 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-15-6-laptop-intel-core-i5-8gb-memory-500gb-hard-drive-pre-owned-black/6219234.p?skuId=6219234,15.6,Intel,Intel Core i5,339.99,500,Pre-Owned,Black,4,4.3
PRM7730R7WMT ,6330762 ,"Precision 17.3"" Laptop",Dell,https://www.bestbuy.com/site/dell-precision-17-3-laptop-intel-core-i7-16gb-memory-512gb-solid-state-drive/6330762.p?skuId=6330762,17.3,Intel,Intel Core i7,3520.08,Intel Core i7,16GB Memory,512GB Solid State Drive,4021,4.0
E5570-31083 ,6320487 ,"Latitude 15.6"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-15-6-refurbished-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive-black/6320487.p?skuId=6320487,15.6,Intel,Intel Core i5,525.99,8,256GB Solid State Drive,Black,4021,0
PRM7730SBR30 ,6330759 ,"Precision 17.3"" Laptop",Dell,https://www.bestbuy.com/site/dell-precision-17-3-laptop-intel-core-i7-16gb-memory-512gb-solid-state-drive-gray/6330759.p?skuId=6330759,17.3,Intel,Intel Core i7,3738.99,16,512GB Solid State Drive,Gray,4021,4.0
I3793-5657BLK-PUS ,6384504 ,"Inspiron 17.3"" Laptop",Dell,https://www.bestbuy.com/site/dell-inspiron-17-3-laptop-intel-core-i5-8gb-memory-1tb-hdd-128gb-ssd-black/6384504.p?skuId=6384504,17.3,Intel,Intel Core i5,699.99,8,1TB HDD + 128GB SSD,Black,4021,0
E6440-31254 ,6297007 ,"Latitude 14"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i5-8gb-memory-480gb-solid-state-drive-silver/6297007.p?skuId=6297007,14,Intel,Intel Core i5,386.99,8,480GB Solid State Drive,Silver,1,1.0
E6430I526812810 ,5581200 ,"Latitude 14"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-refurbished-laptop-intel-core-i5-8gb-memory-128gb-solid-state-drive-gray/5581200.p?skuId=5581200,14,Intel,Intel Core i5,315.99,8,128GB Solid State Drive,Gray,20077,0
LATI5580UN3JC6 ,5774261 ,"Latitude 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-15-6-laptop-intel-core-i5-8gb-memory-500gb-hard-drive-black/5774261.p?skuId=5774261,15.6,Intel,Intel Core i5,1028.99,8,500GB Hard Drive,Black,1,5.0
V53905671GRY ,6389044 ,"Vostro 13.3"" Laptop",Dell,https://www.bestbuy.com/site/dell-vostro-13-3-laptop-intel-core-i5-8gb-memory-256gb-ssd-gray/6389044.p?skuId=6389044,13.3,Intel,Intel Core i5,804.99,8,256GB SSD,Gray,4021,0
E7250.I5.8.256SSD.PRO ,6318273 ,"Latitude 12.5"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-12-5-refurbished-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive-black/6318273.p?skuId=6318273,12.5,Intel,Intel Core i5,317.99,8,256GB Solid State Drive,Black,4021,0
7GDND ,6261712 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive-black/6261712.p?skuId=6261712,14,Intel,Intel Core i5,859.99,8,256GB Solid State Drive,Black,4021,0
XXPKH ,6307320 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive-black/6307320.p?skuId=6307320,14,Intel,Intel Core i5,1189.99,8,256GB Solid State Drive,Black,4021,3.9
4KM6X ,6317788 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive-black/6317788.p?skuId=6317788,14,Intel,Intel Core i5,1191.99,8,256GB Solid State Drive,Black,4021,3.5
PRM75302RKYC ,6330760 ,"Precision 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-precision-15-6-laptop-intel-core-i7-8gb-memory-512gb-solid-state-drive/6330760.p?skuId=6330760,15.6,Intel,Intel Core i7,2957.99,Intel Core i7,8GB Memory,512GB Solid State Drive,4021,0
E5550-31435 ,6320446 ,"Latitude 15.6"" Refurbished Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-15-6-refurbished-laptop-intel-core-i5-8gb-memory-256gb-hard-drive-black/6320446.p?skuId=6320446,15.6,Intel,Intel Core i5,455.99,8,256GB Hard Drive,Black,1,5.0
PRM5530MW94H ,6330761 ,"Precision 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-precision-15-6-laptop-intel-core-i7-8gb-memory-512gb-solid-state-drive-platinum-silver/6330761.p?skuId=6330761,15.6,Intel,Intel Core i7,3053.99,8,512GB Solid State Drive,Platinum Silver,4021,3.5
PRM7530GGN5H ,6330756 ,"Precision 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-precision-15-6-laptop-intel-core-i7-16gb-memory-512gb-solid-state-drive/6330756.p?skuId=6330756,15.6,Intel,Intel Core i7,3173.99,Intel Core i7,16GB Memory,512GB Solid State Drive,4021,0
LATI5491KK50H ,6293688 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive/6293688.p?skuId=6293688,14,Intel,Intel Core i5,1545.99,Intel Core i5,8GB Memory,256GB Solid State Drive,4021,3.5
M4800-1577 ,6219225 ,"Precision 15.6"" Laptop",Dell,https://www.bestbuy.com/site/dell-precision-15-6-laptop-intel-core-i7-16gb-memory-250gb-solid-state-drive-pre-owned-black/6219225.p?skuId=6219225,15.6,Intel,Intel Core i7,589.99,250,Pre-Owned,Black,1,5.0
E5440-1555 ,6219223 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-240gb-solid-state-drive-pre-owned-black/6219223.p?skuId=6219223,14,Intel,Intel Core i5,339.99,240,Pre-Owned,Black,1,5.0
I3583-3867BLK ,6387169 ,"Inspiron 15.6"" Touch-Screen Laptop",Dell,https://www.bestbuy.com/site/dell-inspiron-15-6-touch-screen-laptop-intel-core-i3-8gb-memory-128gb-ssd-black/6387169.p?skuId=6387169,15.6,Intel,Intel Core i3,349.99,8,128GB SSD,Black,9,3.8
E7450-1573 ,6219231 ,"Latitude 14"" Laptop",Dell,https://www.bestbuy.com/site/dell-latitude-14-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive-pre-owned-black/6219231.p?skuId=6219231,14,Intel,Intel Core i5,397.99,256,Pre-Owned,Black,2,5.0
