4,MacBook Pro,Apple,13.0,Intel Core i5,1299.99,8,256GB Solid State Drive (Latest Model),Space Gray,357,4.8
10,"MacBook Air 13.3"" Laptop with Touch ID",Apple,13.3,Intel Core i5,1099.99,8,256GB Solid State Drive (Latest Model),Gold,187,4.8
19,MacBook Pro,Apple,16.0,AMD Radeon Pro 5300M,2399.99,16,512GB Solid State Drive (Latest Model),Silver,1,4.0
